"index_origin","author","time","toefl","gre_total","gre_v","gre_q","gre_aw","district","season","type","offertype","major_school_apply","major_school","gpa","graduated","gre_raw","gre_sub","extrainfo","college_apply","major_apply","college_before","major_before","cross","gpa_measure","rl","intern","research","paper","first","sci","exchange","College_apply_new","Top100_college_apply","CollegeRank","CollegeRankTop50","Districts","Before_CollegeRank","major_apply_new","gre_total_new","Standardgap","gre_total_dis","toefl_dis","gpa_dis"
962,"unijun",17,102,"324","154","170","3.5"," 美国","Fall","MS","Rejected","EE@UCSB"," 通信工程 @ SHU",3.55,"","154＋170＋3.5",""," 无","UCSB","EE","SHU","EE",0,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","EE",324,3.55,"322~325","98~102","3.4~3.55"
976,"chongerfei",17,94,"320","","","3.5"," 美国","Fall","MS","Admitted","EE@USC"," 光电信息 @ TJU",3.52,"","320+3.5","","","USC","EE","TJU","光电信息",0,4,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Top100~500","EE",320,3.52,"319~322","<=98","3.4~3.55"
977,"fengqifight",17,110,"326","","","3"," 美国","Fall","MS","Rejected","EE@UCSB"," EE @ BIT",82,"","326+3","","","UCSB","EE","BIT","EE",1,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","EE",326,3.28,">325",">106","<=3.4"
986,"maxfrank",17,101,"322","","","3"," 美国","Fall","MS","Rejected","EE@Purdue"," 测控技术与仪器 @ 天津大学",88,"","322 + 3.0","","","Purdue","EE","天津大学","测控技术与仪器",0,100,0,0,0,0,0,0,0,"Purdue University","Purdue University","Others","Others","MidWest","Top100~500","EE",322,3.52,"319~322","98~102","3.4~3.55"
996,"ddh",17,101,"318","","","3.5"," 美国","Fall","MS","Rejected","CS@USC"," 信息工程 @ 华南理工大学",3.24,"","318+3.5","","","USC","CS","华南理工大学","EE",0,4,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Others","CS",318,3.24,"<=319","98~102","<=3.4"
1006,"ddh",17,101,"318","","","3.5"," 美国","Fall","MS","Admitted","CS@Rutgers"," 信息工程 @ 华南理工大学",3.24,"","318+3.5","","","Rutgers","CS","华南理工大学","EE",0,4,0,0,0,0,0,0,0,"Rutgers University","Rutgers University","Others","Others","EastCoast","Others","CS",318,3.24,"<=319","98~102","<=3.4"
1022,"wyun",17,99,"321","155","166","3.5"," 美国","Fall","MS","Admitted","EE@@umich"," 电子科学与技术 @ UESTC",84.7,"","155+166+3.5","","","umich","EE","UESTC","电子科学与技术",0,100,0,0,0,0,0,0,0,"University of Michigan","University of Michigan","Top10_50","Top50","MidWest","Others","EE",321,3.388,"319~322","98~102","<=3.4"
1025,"tantantan913",17,108,"327","159","168","3"," 美国","Fall","MS","Admitted","CS@M.S.Informatics@UCI"," EE @ UESTC",3.75,"","159+168+3",""," 本科美国交换一年，项目经历一版，无科研经历","UCI","CS","UESTC","EE",0,4,0,0,0,0,0,0,1,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","CS",327,3.75,">325",">106",">3.7"
1027,"fangzizhao",17,97,"325","157","168","3"," 美国","Fall","MS","Admitted","CS@Duke"," 物联网工程 @ 湖南大学",87,"","157 168 325 AW3.0","","","Duke","CS","湖南大学","物联网工程",0,100,0,0,0,0,0,0,0,"Duke University","Duke University","Top10_50","Top50","EastCoast","Others","CS",325,3.48,"322~325","<=98","3.4~3.55"
1077,"lastti",17,106,"324","154","170","3"," 美国","Fall","MS","Rejected","CS@UCD"," 通信工程 @ SYSU",3.7,"","154+170+3.0","","","UCD","CS","SYSU","EE",0,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","CS",324,3.7,"322~325","102~106","3.55~3.7"
1085,"AlexLiuyuhan",17,102,"325","155","170","3.5"," 美国","Fall","MS","Admitted","CS@CS@SMU","  @ BUPT",79,"","155+170+3.5","","","SMU","CS","BUPT","",0,100,0,0,0,0,0,0,0,"Southern Methodist University","Southern Methodist University","Others","Others","GulfCoast","Others","CS",325,3.16,"322~325","98~102","<=3.4"
1093,"caterady",17,104,"332","","",""," 美国","Fall","MS","Rejected","MFE/Fin/FinMath@mafn@columbia"," 华罗庚数学班 @ 北航",3.85,"","332","","","columbia","MFE/Fin/FinMath","北航","华罗庚数学班",0,4,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","MFE/Fin/FinMath",332,3.85,">325","102~106",">3.7"
1110,"邓小米",17,96,"322","","",""," 美国","Fall","MS","Rejected","EE@OSU"," smart grid information engineering @ UESTC",3.82,"","322","","","OSU","EE","UESTC","smart grid information engineering",0,4,0,0,0,0,0,0,0,"The Ohio State University","The Ohio State University","Others","Others","MidWest","Others","EE",322,3.82,"319~322","<=98",">3.7"
1119,"kazewind22",17,106,"323","","",""," 美国","Fall","MS","Admitted","CS@Columbia University"," CS @ National Taiwan University",4.11,"","323","","","Columbia University","CS","NationalTaiwanUniversity","CS",1,4.3,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","CS",323,3.82325581395349,"322~325","102~106",">3.7"
1129,"DylanZhao",17,110,"321","","","3.5"," 美国","Fall","MS","Admitted","EE@USC","  @ 科大",3.68,"","321+3.5","","","USC","EE","科大","",0,4,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Top100","EE",321,3.68,"319~322",">106","3.55~3.7"
1135,"nickmath",17,108,"321","","","3.5"," 美国","Fall","MS","Admitted","CS@Brown"," CS @ WHU",88.2,"","321+3.5","","","Brown","CS","WHU","CS",1,100,0,0,0,0,0,0,0,"Brown University","Brown University","Top10_50","Top50","EastCoast","Top100~500","CS",321,3.528,"319~322",">106","3.4~3.55"
1138,"246wfn",17,97,"320","","","3"," 美国","Fall","PhD","Admitted","Other@University of Florida"," 预防医学 @ 宁夏医科大学",84,": 营养与食品卫生学 @ 哈尔滨医科大学, GPA  3.6/4.0:","320+3.0","","","University of Florida","Other","宁夏医科大学","预防医学",0,100,0,0,0,0,0,0,0,"University of Florida","University of Florida","Others","Others","EastCoast","Others","Others",320,3.36,"319~322","<=98","<=3.4"
1163,"atlanmeng",17,101,"325","155","170","3.5"," 美国","Fall","MS","Admitted","EE@UWashington"," 应用物理 @ UESTC",3.95,"","155+170+3.5","","台湾交通大学交换一学期 92.22/100","UWashington","EE","UESTC","应用物理",0,4,0,0,1,0,0,0,1,"University of Washington","University of Washington","Others","Others","EastCoast","Others","EE",325,3.95,"322~325","98~102",">3.7"
1165,"二院老同志",17,107,"323","","","3"," 美国","Fall","MS","Admitted","EE@UIUC"," 光电信息科学与工程 @ 天津大学",3.45,"","323+3","","","UIUC","EE","天津大学","光电信息科学与工程",0,4,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Top100~500","EE",323,3.45,"322~325",">106","3.4~3.55"
1175,"vorlorn",18,107,"322","152","170","3"," 美国","Spring","MS","Admitted","DataScience/Analytics@usc"," 工业工程 @ 东北大学",86.8,"","152+170+3.0","","","usc","DataScience/Analytics","东北大学","IEOR",0,100,0,0,1,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Others","Others",322,3.472,"319~322",">106","3.4~3.55"
1176,"sally1995love",17,106,"329","161","168","3.5"," 美国","Fall","MS","Admitted","EE@UIUC"," EE @ BJUT",93,"","161+168+3.5","","","UIUC","EE","BJUT","EE",1,100,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","EE",329,3.72,">325","102~106",">3.7"
1188,"317811586",17,103,"318","148","170","3.5"," 美国","Fall","MS","Admitted","IEOR@OSU"," ME @ SJTU",3.4,"","318","","","OSU","IEOR","SJTU","ME",0,4,0,0,0,0,0,0,0,"The Ohio State University","The Ohio State University","Others","Others","MidWest","Top100","IEOR",318,3.4,"<=319","102~106","<=3.4"
1198,"wangyanhit",17,92,"319","","",""," 美国","Fall","PhD","Admitted","Other@RBE@WPI"," 机械 @ 哈工大",3,":  @ 哈工大, GPA  3.0:","319",""," 三年工作经验","WPI","Other","哈工大","ME",0,4,0,1,0,0,0,0,0,"Worcester Polytechnic Institute","Worcester Polytechnic Institute","Others","Others","EastCoast","Top100~500","Others",319,3,"<=319","<=98","<=3.4"
1201,"atlanmeng",17,101,"325","155","170","3.5"," 美国","Fall","MS","Admitted","EE@UCLA"," 应用物理 @ UESTC",3.95,"","155+170+3.5","","","UCLA","EE","UESTC","应用物理",0,4,0,0,1,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","EE",325,3.95,"322~325","98~102",">3.7"
1202,"靍蕭凪笛",17,99,"323","153","170","3"," 美国","Fall","MS","Admitted","EE@UCSD"," 电子科学与技术（实际上是电子材料） @ 电子科技大学 UESTC",90.2,"","323 (V153, Q170) + AW3.0",""," 水科研（无论文）","UCSD","EE","电子科技大学UESTC","电子科学与技术（实际上是电子材料）",0,100,0,0,1,0,1,1,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","EE",323,3.608,"322~325","98~102","3.55~3.7"
1219,"higuain2020",17,109,"329","159","170","4"," 美国","Fall","MS","Admitted","MFE/Fin/FinMath@UChicago"," Economics @ UIBE",85.4,"","159+170+4",""," 无交换, 无牛推","UChicago","MFE/Fin/FinMath","UIBE","Economics",0,100,0,0,0,0,0,0,0,"University of Chicago","University of Chicago","Top10","Top50","MidWest","Others","MFE/Fin/FinMath",329,3.416,">325",">106","3.4~3.55"
1234,"yfwang9880",17,108,"327","","","3"," 美国","Fall","MS","Rejected","EE@Umich"," 信息工程 @ ZJU",3.79,"","327+3","","","Umich","EE","ZJU","EE",0,4,0,0,0,0,0,0,0,"University of Michigan","University of Michigan","Top10_50","Top50","MidWest","Top100","EE",327,3.79,">325",">106",">3.7"
1241,"5130309690bsdyl",17,102,"324","","","3.5"," 美国","Fall","MS","Admitted","EE@EE@UCLA"," EE @ SJTU",87,"","324+3.5","","","UCLA","EE","SJTU","EE",1,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","EE",324,3.48,"322~325","98~102","3.4~3.55"
1265,"海绵鲍勃",17,104,"310","148","162"," "," 美国","Fall","MS","Admitted","Other@HCI@IUB"," 英语 @ 山东大学",86.42,"","310 (148+162, 3.5)",""," 无牛推，无实习，无科研","IUB","Other","山东大学","英语",0,100,0,0,0,0,0,0,0,"Indiana University Bloomington","Indiana University Bloomington","Others","Others","MidWest","Others","Others",310,3.4568,"<=319","102~106","3.4~3.55"
1266,"Lyu",17,108,"320","150","170","3"," 美国","Fall","MS","Admitted","CS@CS@UCSD"," Stat @ NJU",85,"","150+170+3.0",""," 一封ucb 水推","UCSD","CS","NJU","Stat/Biostat",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","CS",320,3.4,"319~322",">106","<=3.4"
1275,"TyGong",17,101,"315","","",""," 美国","Fall","MS","Admitted","Material@哥大"," 材料科学与工程 @ 北航",3.3,"","315","","","哥大","Material","北航","材料科学与工程",0,4,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","Material",315,3.3,"<=319","98~102","<=3.4"
1311,"fengqifight",17,110,"326","","","3"," 美国","Fall","MS","Rejected","EE@Umich"," EE @ BIT",82,"","326+3","","","Umich","EE","BIT","EE",1,100,0,0,0,0,0,0,0,"University of Michigan","University of Michigan","Top10_50","Top50","MidWest","Top100~500","EE",326,3.28,">325",">106","<=3.4"
1330,"turtlology",17,102,"319","149","170","3.5"," 美国","Fall","MS","Admitted","MIS@Pittsburgh"," SE @ NJU",4,"","149+170+3.5","","","Pittsburgh","MIS","NJU","SE",0,4,0,1,0,0,0,0,0,"University of Pittsburgh","University of Pittsburgh","Others","Others","EastCoast","Top100~500","MIS",319,4,"<=319","98~102",">3.7"
1361,"nicole6927",17,95,"302","","",""," 美国","Fall","PhD","Admitted","ME@UCLA"," 环境 @ 华中科技大学",3.7,"","302",""," 有一篇sci二作","UCLA","ME","华中科技大学","环境",0,4,0,0,0,1,0,1,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","ME",302,3.7,"<=319","<=98","3.55~3.7"
1399,"greenmoon55",17,106,"325","157","168","3.5"," 美国","Fall","MS","Rejected","CS@UMass Amherst"," SE @ Tongji",87,"","157 168 3.5",""," 工作两年","UMass Amherst","CS","Tongji","SE",0,100,0,1,1,0,0,0,0,"University of Massachusetts Amherst","University of Massachusetts Amherst","Others","Others","EastCoast","Top100~500","CS",325,3.48,"322~325","102~106","3.4~3.55"
1401,"alicesm",17,114,"331","","",""," 美国","Fall","MS","Admitted","EE@EE@Caltech"," 电气工程 @ THU",90.3,"","331","","","Caltech","EE","THU","电气工程",0,100,0,0,0,0,0,0,0,"California Institute of Technology","California Institute of Technology","Top10","Top50","WestCoast, AK, HI","Top100","EE",331,3.612,">325",">106","3.55~3.7"
1414,"jtccq",17,104,"327","159","168","3"," 美国","Fall","MS","Admitted","EE@UT Austin"," EE @ UESTC",3.9,"","327,V:159,Q:168,AW:3.0",""," 无","UT Austin","EE","UESTC","EE",1,4,0,0,0,0,0,0,0,"University of Texas at Austin","University of Texas at Austin","Others","Others","GulfCoast","Others","EE",327,3.9,">325","102~106",">3.7"
1417,"革命桃子",17,104,"320","154","166","4"," 美国","Fall","MS","Admitted","IEOR@UMich"," Psychology @ UIUC",3.86,": Technology Management @ UIUC, GPA  3.81/4.0: 海外","V154+Q166+4","","","UMich","IEOR","UIUC","Psychology",0,4,0,0,0,0,0,0,0,"University of Michigan","University of Michigan","Top10_50","Top50","MidWest","Others","IEOR",320,3.86,"319~322","102~106",">3.7"
1419,"lehcarray",17,103,"321","","",""," 美国","Fall","MS","Admitted","CIS@USC","  @ 北京邮电大学",3,"","321","","","USC","CIS","北京邮电大学","",0,4,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Others","Others",321,3,"319~322","102~106","<=3.4"
1426,"higuain2020",17,109,"329","159","170","4"," 美国","Fall","MS","Admitted","MFE/Fin/FinMath@Columbia University"," Economics @ UIBE",85.4,"","159+170+4",""," 无交换, 无牛推","Columbia University","MFE/Fin/FinMath","UIBE","Economics",0,100,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","MFE/Fin/FinMath",329,3.416,">325",">106","3.4~3.55"
1427,"DoubleBiao",17,109,"299","135","164",""," 美国","Fall","MS","Admitted","EE@Columbia"," 自动化 @ 东南大学",91,"","319（135/164）","","","Columbia","EE","东南大学","IEOR",0,100,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","EE",319,3.64,"<=319",">106","3.55~3.7"
1439,"蜗了个大牛",17,100,"321"," ","","3.5"," 美国","Fall","混合","Admitted","ME@Ohio State University"," Mechatronics @ ZJU",88,"","321, aw3.5",""," 无牛推，无论文，申请时无专利","Ohio State University","ME","ZJU","Mechatronics",0,100,0,0,0,0,1,1,0,"The Ohio State University","The Ohio State University","Others","Others","MidWest","Top100","ME",321,3.52,"319~322","98~102","3.4~3.55"
1443,"Jaaames",17,108,"328","158","170","3.5"," 美国","Fall","MS","Admitted","IEOR@Cornell"," IE @ THU",3.55,"","158+170+3.5","","","Cornell","IEOR","THU","IEOR",0,4,0,0,0,0,0,0,0,"Cornell University","Cornell University","Top10_50","Top50","EastCoast","Top100","IEOR",328,3.55,">325",">106","3.4~3.55"
1458,"downdowndown",17,90,"317","147","170","3.5"," 美国","Spring","MS","Admitted","CS@USC"," CS @ SJTU",3.42,"","147+170+3.5","","","USC","CS","SJTU","CS",1,4,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Top100","CS",317,3.42,"<=319","<=98","3.4~3.55"
1481,"xjtuer",17,103,"320","","","3"," 美国","Fall","MS","Admitted","EE@NWU"," EE @ XJTU",3.73,"","320+3","","","NWU","EE","XJTU","EE",1,4,0,0,0,0,0,0,0,"Northwestern University","Northwestern University","Top10_50","Top50","MidWest","Top100~500","EE",320,3.73,"319~322","102~106",">3.7"
1490,"LisaaaaaaZ",17,110,"328","158","170","4"," 美国","Fall","MS","Admitted","EE@UCLA"," EE @ 港本",4,"","158+170+4.0","","","UCLA","EE","港本","EE",1,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","EE",328,4,">325",">106",">3.7"
1495,"jsfighter",17,101,"320","","","3.5"," 美国","Fall","MS","Admitted","DataScience/Analytics@NYU"," 高等工程 @ 北航",3.42,": 航空工程 @ 北航, GPA  3.6/4:","320+3.5",""," cs专业课，数据方面项目","NYU","DataScience/Analytics","北航","高等工程",0,4,0,0,1,0,0,0,0,"New York University","New York University","Top10_50","Top50","EastCoast","Others","Others",320,3.42,"319~322","98~102","3.4~3.55"
1525,"战士",17,110,"325","","","3.5"," 美国","Fall","MS","Admitted","CS@UCLA"," 软件工程 @ 四川大学",3.73,"","325+3.5","","","UCLA","CS","四川大学","SE",0,4,0,1,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","CS",325,3.73,"322~325",">106",">3.7"
1526,"yaoshawn",17,105,"327","158","169","3.5"," 美国","Fall","MS","Rejected","ME@Rice"," ME @ SJTU",3.5,"","158+169+3.5",""," 三段实验室经历，一项专利，无论文","Rice","ME","SJTU","ME",1,4,0,0,0,0,1,1,0,"Rice University","Rice University","Others","Others","GulfCoast","Top100","ME",327,3.5,">325","102~106","3.4~3.55"
1535,"zhouhy2003",17,105,"327","","","3.5"," 美国","Fall","MS","Admitted","EE@columbia university"," EE @ 北大",3.1,"","327+3.5","","","columbia university","EE","北大","EE",1,4,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Top100","EE",327,3.1,">325","102~106","<=3.4"
1547,"adonais",17,106,"325","","","3"," 美国","Fall","MS","Admitted","MIS@umich"," 建筑学 @ 天津大学",3.49,"","325+3",""," UX实习一份，代尔夫特大学数字化工作坊一次","umich","MIS","天津大学","建筑学",0,4,0,1,0,0,0,0,0,"University of Michigan","University of Michigan","Top10_50","Top50","MidWest","Top100~500","MIS",325,3.49,"322~325","102~106","3.4~3.55"
1549,"AlexLiuyuhan",17,102,"325","155","170","3.5"," 美国","Fall","MS","Admitted","CS@CS@WPI"," 数学 @ BUPT",79,"","155+170+3.5",""," 无牛腿","WPI","CS","BUPT","数学",0,100,0,0,0,0,0,0,0,"Worcester Polytechnic Institute","Worcester Polytechnic Institute","Others","Others","EastCoast","Others","CS",325,3.16,"322~325","98~102","<=3.4"
